team_slug,team_name,player_id,name,first_name,last_name,uniform_number,positions,position_names,status,status_id,active,age,height,weight,birth_date,birth_city,birth_state,birth_country,college,first_year,last_year,experience_years,injury_type,injury_notes,player_url,headshot_url,source_url
atlanta,Atlanta Hawks,nba.p.6557,Corey Kispert,Corey,Kispert,24,SF/SG/PF,Small Forward/Shooting Guard/Power Forward,ACT,ACTIVE,True,27,"6'6""",224,1999-03-03,Edmonds,Washington,United States,Gonzaga,2021,2025,4,,,https://sports.yahoo.com/nba/players/6557/,https://s.yimg.com/iu/api/res/1.2/7QmnOJT97xZ3SKcGiGg4kw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02092026/6557.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.6723,Christian Koloko,Christian,Koloko,35,C,Center,TWO-WAY,TWO_WAY_CONTRACT,True,25,"6'11""",225,2000-06-20,Douala,,Cameroon,Arizona,2022,2025,3,,,https://sports.yahoo.com/nba/players/6723/,https://s.yimg.com/iu/api/res/1.2/8q_UagssOYuE.WWacE65jA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132026/6723.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.6549,Jonathan Kuminga,Jonathan,Kuminga,0,PF/SF,Power Forward/Small Forward,ACT,ACTIVE,True,23,"6'7""",225,2002-10-06,Goma,,DR Congo,,2021,2025,4,,,https://sports.yahoo.com/nba/players/6549/,https://s.yimg.com/iu/api/res/1.2/SwKQardfvLFhylkaeYouOA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132026/6549.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.6614,Jock Landale,Jock,Landale,31,C,Center,ACT,ACTIVE,True,30,"6'11""",255,1995-10-25,Malvern East,Victoria,Australia,Saint Mary's,2021,2025,4,,,https://sports.yahoo.com/nba/players/6614/,https://s.yimg.com/iu/api/res/1.2/BuT9P5qvL41QE98b9Fit_A--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132026/6614.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.5161,CJ McCollum,CJ,McCollum,3,PG/SG,Point Guard/Shooting Guard,ACT,ACTIVE,True,34,"6'3""",190,1991-09-19,Canton,Ohio,United States,Lehigh,2013,2025,12,,,https://sports.yahoo.com/nba/players/5161/,https://s.yimg.com/iu/api/res/1.2/rPXDTmArw2v_6OVzG9i0.w--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01142026/5161.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10502,Eli John Ndiaye,Eli John,Ndiaye,30,PF,Power Forward,FA,FREE_AGENT,False,21,"6'8""",209,2004-06-26,Guédiawaye,,Senegal,,,2025,,,,https://sports.yahoo.com/nba/players/10502/,https://s.yimg.com/iu/api/res/1.2/Zd2xkbfugxci31nZd9UEKQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202025/10502.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10451,Asa Newell,Asa,Newell,14,PF/C,Power Forward/Center,ACT,ACTIVE,True,20,"6'10""",220,2005-10-05,Atlanta,,United States,Georgia,2025,2025,0,,,https://sports.yahoo.com/nba/players/10451/,https://s.yimg.com/iu/api/res/1.2/AZrhZ.bOlCurHnT5jIApog--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202025/10451.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.6398,Onyeka Okongwu,Onyeka,Okongwu,17,C,Center,ACT,ACTIVE,True,25,"6'10""",240,2000-12-11,Los Angeles,California,United States,USC,2020,2025,5,,,https://sports.yahoo.com/nba/players/6398/,https://s.yimg.com/iu/api/res/1.2/Ujey7F0.NMIH2DkwvUlNqw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11172025/6398.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10164,Duop Reath,Duop,Reath,26,C,Center,FA,FREE_AGENT,False,29,"6'9""",245,1996-06-26,Waat,,South Sudan,LSU,2023,2025,2,,,https://sports.yahoo.com/nba/players/10164/,https://s.yimg.com/iu/api/res/1.2/FpfGKhdPXDPuKiimox6FOQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132026/10164.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10296,Zaccharie Risacher,Zaccharie,Risacher,10,SF,Small Forward,ACT,ACTIVE,True,20,"6'8""",200,2005-04-08,Malaga,,Spain,,2024,2025,1,,,https://sports.yahoo.com/nba/players/10296/,https://s.yimg.com/iu/api/res/1.2/0.VzgGvVqoUDbz_ehXTqVg--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11172025/10296.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10552,Deivon Smith,Deivon,Smith,,G,Guard,NWT,NOT_WITH_TEAM,False,,"6'0""",175,,Decatur,,United States,,,2025,,,,https://sports.yahoo.com/nba/players/10552/,,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10129,Jacob Toppin,Jacob,Toppin,0,SF,Small Forward,FA,FREE_AGENT,False,25,"6'9""",200,2000-05-08,Brooklyn,,United States,Kentucky,2023,2025,2,,,https://sports.yahoo.com/nba/players/10129/,https://s.yimg.com/iu/api/res/1.2/tNZh1ZKM_g_Rx.653G36Wg--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11172025/10129.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.6353,Gabe Vincent,Gabe,Vincent,4,PG/SG,Point Guard/Shooting Guard,ACT,ACTIVE,True,29,"6'2""",200,1996-06-14,Modesto,California,United States,UC Santa Barbara,2019,2025,6,,,https://sports.yahoo.com/nba/players/6353/,https://s.yimg.com/iu/api/res/1.2/_SbUGrY6QVmvdOTAn2S89A--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132026/6353.1.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10053,Keaton Wallace,Keaton,Wallace,2,PG/SG,Point Guard/Shooting Guard,ACT,ACTIVE,True,27,"6'3""",185,1999-02-26,Dallas,,United States,UTSA,2024,2025,1,,,https://sports.yahoo.com/nba/players/10053/,https://s.yimg.com/iu/api/res/1.2/VL70D2X.mKyelFEs0cmnwQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11172025/10053.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10268,Malik Williams,Malik,Williams,35,C,Center,FA,FREE_AGENT,False,27,"6'11""",250,1998-08-26,Fort Wayne,,United States,Louisville,2023,2025,2,,,https://sports.yahoo.com/nba/players/10268/,,https://sports.yahoo.com/nba/teams/atlanta/roster/
atlanta,Atlanta Hawks,nba.p.10322,Nikola Đurišić,Nikola,Đurišić,22,SF,Small Forward,FA,FREE_AGENT,False,22,"6'8""",214,2004-02-23,Ghent,,Belgium,,2024,2025,1,,,https://sports.yahoo.com/nba/players/10322/,https://s.yimg.com/iu/api/res/1.2/K7lmGQ.1q0jbNNk5RRSXEQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11172025/10322.png,https://sports.yahoo.com/nba/teams/atlanta/roster/
boston,Boston Celtics,nba.p.6588,Dalano Banton,Dalano,Banton,45,PG,Point Guard,FA,FREE_AGENT,False,26,"6'8""",203,1999-11-07,Toronto,Ontario,Canada,Nebraska,2021,2025,4,,,https://sports.yahoo.com/nba/players/6588/,https://s.yimg.com/iu/api/res/1.2/67nSZj3C2IIolCUuwfewnQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132026/6588.1.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6595,Charles Bassey,Charles,Bassey,99,C,Center,TEN-DAY,TEN_DAY_CONTRACT,True,25,"6'10""",230,2000-10-28,Lagos,,Nigeria,Western Kentucky,2021,2025,4,,,https://sports.yahoo.com/nba/players/6595/,https://s.yimg.com/iu/api/res/1.2/7pZS9kn17H2fXtU9rdhmAQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02122026/6595.2.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10309,Jalen Bridges,Jalen,Bridges,41,SF,Small Forward,FA,FREE_AGENT,False,24,"6'7""",225,2001-05-14,Fairmont,,United States,West Virginia,2024,2025,1,,,https://sports.yahoo.com/nba/players/10309/,https://s.yimg.com/iu/api/res/1.2/0KrlbJWnmn04OU5Q_bFlmw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02122026/10309.2.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.5602,Jaylen Brown,Jaylen,Brown,7,SF/SG,Small Forward/Shooting Guard,ACT,ACTIVE,True,29,"6'6""",223,1996-10-24,Marietta,Georgia,United States,California,2016,2025,9,,,https://sports.yahoo.com/nba/players/5602/,https://s.yimg.com/iu/api/res/1.2/RzPC7XVmksZWZAEP0Iwsdw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01292026/5602.1.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6738,Kendall Brown,Kendall,Brown,38,SG,Shooting Guard,FA,FREE_AGENT,False,22,"6'6""",205,2003-05-11,Cottage Grove,Minnesota,United States,Baylor,2022,2025,3,,,https://sports.yahoo.com/nba/players/6738/,https://s.yimg.com/iu/api/res/1.2/9PF52IQWQ10nkdHJx94Hqw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02122026/6738.2.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6594,Luka Garza,Luka,Garza,52,C/PF,Center/Power Forward,ACT,ACTIVE,True,27,"6'10""",243,1998-12-27,Washington,District of Columbia,United States,Iowa,2021,2025,4,,,https://sports.yahoo.com/nba/players/6594/,https://s.yimg.com/iu/api/res/1.2/zLEabZMuZ2mvxJ5069dEqA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11122025/6594.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10459,Hugo González,Hugo,González,28,SG/SF/PF,Shooting Guard/Small Forward/Power Forward,ACT,ACTIVE,True,20,"6'6""",200,2006-02-05,Madrid,,Spain,,2025,2025,0,,,https://sports.yahoo.com/nba/players/10459/,https://s.yimg.com/iu/api/res/1.2/nlAeU8D1hVsIdHGibQbk5g--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202025/10459.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6761,Ron Harper Jr.,Ron,Harper Jr.,13,SF/SG/PF,Small Forward/Shooting Guard/Power Forward,TWO-WAY,TWO_WAY_CONTRACT,True,25,"6'5""",233,2000-04-12,Paterson,New Jersey,United States,Rutgers,2022,2025,3,,,https://sports.yahoo.com/nba/players/6761/,https://s.yimg.com/iu/api/res/1.2/QT480Q3bOD8ypV9P5_MQIg--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11132025/6761.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6619,Sam Hauser,Sam,Hauser,30,PF/SF,Power Forward/Small Forward,ACT,ACTIVE,True,28,"6'7""",217,1997-12-08,Green Bay,Wisconsin,United States,Virginia,2021,2025,4,,,https://sports.yahoo.com/nba/players/6619/,https://s.yimg.com/iu/api/res/1.2/IvhCOIQg3l1oeYe4hC4Quw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/6619.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10503,RJ Luis Jr.,RJ,Luis Jr.,12,SF,Small Forward,FA,FREE_AGENT,False,23,"6'6""",215,2002-11-27,Miami,,United States,St. John's,2025,2025,0,,,https://sports.yahoo.com/nba/players/10503/,https://s.yimg.com/iu/api/res/1.2/rIeOvwhBNyF8NFMJ3IlTDA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202025/10503.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6418,Payton Pritchard,Payton,Pritchard,11,PG/SG,Point Guard/Shooting Guard,ACT,ACTIVE,True,28,"6'1""",195,1998-01-28,Tualatin,Oregon,United States,Oregon,2020,2025,5,,,https://sports.yahoo.com/nba/players/6418/,https://s.yimg.com/iu/api/res/1.2/s0cU2HnlHXWovxvUEfI6qA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6418.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.6581,Neemias Queta,Neemias,Queta,88,C,Center,ACT,ACTIVE,True,26,"7'0""",248,1999-07-13,Lisbon,,Portugal,Utah State,2021,2025,4,,,https://sports.yahoo.com/nba/players/6581/,https://s.yimg.com/iu/api/res/1.2/GHNvNDFAc_1CQFlh8QNNkA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/6581.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10277,Baylor Scheierman,Baylor,Scheierman,55,SG/SF/PF,Shooting Guard/Small Forward/Power Forward,ACT,ACTIVE,True,25,"6'6""",205,2000-09-26,Aurora,,United States,Creighton,2024,2025,1,,,https://sports.yahoo.com/nba/players/10277/,https://s.yimg.com/iu/api/res/1.2/WkM7yBoWaiwCNxYA7TGKxQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/10277.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10483,Max Shulga,Max,Shulga,44,SG/PG,Shooting Guard/Point Guard,ACT,ACTIVE,True,23,"6'4""",210,2002-06-25,Kyiv,,Ukraine,VCU,2025,2025,0,,,https://sports.yahoo.com/nba/players/10483/,https://s.yimg.com/iu/api/res/1.2/L6O4qplgv8mt.J2vkejIsA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202025/10483.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.5765,Jayson Tatum,Jayson,Tatum,0,PF,Power Forward,ACT,ACTIVE,True,28,"6'8""",210,1998-03-03,St. Louis,Missouri,United States,Duke,2017,2025,8,,,https://sports.yahoo.com/nba/players/5765/,https://s.yimg.com/iu/api/res/1.2/FlA4lIlVVbFDFuVHzkm40w--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01292026/5765.1.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10493,John Tonje,John,Tonje,8,SG/SF,Shooting Guard/Small Forward,TWO-WAY,TWO_WAY_CONTRACT,True,24,"6'4""",218,2001-04-23,North Omaha,,United States,Wisconsin,2025,2025,0,,,https://sports.yahoo.com/nba/players/10493/,https://s.yimg.com/iu/api/res/1.2/EnUtENNHd6Ku1PAgoe6J8w--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02122026/10493.2.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.4897,Nikola Vučević,Nikola,Vučević,4,C/PF,Center/Power Forward,ACT,ACTIVE,True,35,"6'9""",265,1990-10-24,Morges,,Switzerland,USC,2011,2025,14,,,https://sports.yahoo.com/nba/players/4897/,https://s.yimg.com/iu/api/res/1.2/JTcASZtnlT1J0WI3dmhBUA--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02122026/4897.2.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10075,Jordan Walsh,Jordan,Walsh,27,PF/SF,Power Forward/Small Forward,ACT,ACTIVE,True,22,"6'6""",205,2004-03-03,DeSoto,,United States,Arkansas,2023,2025,2,,,https://sports.yahoo.com/nba/players/10075/,https://s.yimg.com/iu/api/res/1.2/d1HSS1hHBFJqN4tJ_mX9ng--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/10075.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.5842,Derrick White,Derrick,White,9,SG/PG,Shooting Guard/Point Guard,ACT,ACTIVE,True,31,"6'4""",190,1994-07-02,Parker,Colorado,United States,Colorado,2017,2025,8,,,https://sports.yahoo.com/nba/players/5842/,https://s.yimg.com/iu/api/res/1.2/vOE9yvph_GEx4OKcPKNnOQ--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/5842.png,https://sports.yahoo.com/nba/teams/boston/roster/
boston,Boston Celtics,nba.p.10473,Amari Williams,Amari,Williams,77,PF/C,Power Forward/Center,ACT,ACTIVE,True,24,"6'11""",250,2002-01-28,Nottingham,,Great Britain,Kentucky,2025,2025,0,,,https://sports.yahoo.com/nba/players/10473/,https://s.yimg.com/iu/api/res/1.2/QzwNeqOVp8SLib004r4nFg--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202025/10473.png,https://sports.yahoo.com/nba/teams/boston/roster/
brooklyn,Brooklyn Nets,nba.p.6704,Ochai Agbaji,Ochai,Agbaji,30,SG/SF/PF,Shooting Guard/Small Forward/Power Forward,ACT,ACTIVE,True,25,"6'5""",215,2000-04-20,Milwaukee,Wisconsin,United States,Kansas,2022,2025,3,,,https://sports.yahoo.com/nba/players/6704/,https://s.yimg.com/iu/api/res/1.2/BR_72hWqxQoy04gjPvF5xw--~B/YXBwaWQ9c2hhcmVkO2ZpPWZpbGw7cT03NTtoPTk2O3c9OTY-/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02122026/6704.2.png,https://sports.yahoo.com/nba/teams/brooklyn/roster/
